,ds_type,noise_levels,n_samples,k_folds,pramter,TRE,TESTE,E_DIFF,data
538,moons,0.4,1000,8,1000,0.8144444444444444,0.83,-0.015555555555555545,"            x         y levels predict_levels str_levels str_predict_levels
800  1.531925  1.060746      0              0          0                  0
801  0.880113  0.066436      1              1          1                  1
802  0.684883 -0.659726      1              1          1                  1
803 -1.344757 -0.632772      0              1          0                  1
804 -0.139870  0.877983      0              0          0                  0
..        ...       ...    ...            ...        ...                ...
895  1.184788 -0.962972      1              1          1                  1
896 -0.034972  1.061114      0              0          0                  0
897 -1.058858  0.004947      0              0          0                  0
898  0.841437 -0.226845      1              1          1                  1
899 -0.255498  0.039453      1              0          1                  0

[100 rows x 6 columns]"
539,moons,0.4,1000,9,1000,0.8077777777777778,0.89,-0.0822222222222222,"            x         y levels predict_levels str_levels str_predict_levels
900  1.078836  0.070348      0              1          0                  1
901 -1.194344  0.879345      0              0          0                  0
902  1.132120 -0.446830      1              1          1                  1
903  1.784200 -0.660893      1              1          1                  1
904 -1.221057  1.047400      0              0          0                  0
..        ...       ...    ...            ...        ...                ...
995  1.470227  0.524266      0              1          0                  1
996  0.203096 -0.115162      1              1          1                  1
997  0.472706  0.978383      0              0          0                  0
998 -0.326478 -0.669112      1              1          1                  1
999  0.014572  0.622164      0              0          0                  0

[100 rows x 6 columns]"
540,moons,0.4,10000,0,1000,0.8327777777777777,0.818,0.014777777777777779,"            x         y levels predict_levels str_levels str_predict_levels
0    0.209787  1.420895      0              0          0                  0
1   -0.331424 -0.163789      1              1          1                  1
2   -1.029685  1.252129      0              0          0                  0
3   -0.216031 -0.812150      1              1          1                  1
4    0.225126  1.212433      0              0          0                  0
..        ...       ...    ...            ...        ...                ...
995  1.470227  0.524266      0              1          0                  1
996  0.203096 -0.115162      1              1          1                  1
997  0.472706  0.978383      0              0          0                  0
998 -0.326478 -0.669112      1              1          1                  1
999  0.014572  0.622164      0              0          0                  0

[1000 rows x 6 columns]"
541,moons,0.4,10000,1,1000,0.8324444444444444,0.819,0.013444444444444481,"             x         y levels predict_levels str_levels str_predict_levels
1000  0.346508  0.731085      0              0          0                  0
1001 -0.627696  0.756313      0              0          0                  0
1002 -0.836834 -0.042499      0              0          0                  0
1003 -0.292418  1.106105      0              0          0                  0
1004 -0.555604  0.295214      0              0          0                  0
...        ...       ...    ...            ...        ...                ...
1995 -0.036858  0.600093      1              0          1                  0
1996 -0.293289  1.127783      0              0          0                  0
1997  1.653253  0.152359      1              1          1                  1
1998 -1.473602 -0.042026      0              0          0                  0
1999 -0.276346  1.539351      0              0          0                  0

[1000 rows x 6 columns]"
542,moons,0.4,10000,2,1000,0.8318888888888889,0.822,0.009888888888888947,"             x         y levels predict_levels str_levels str_predict_levels
2000 -0.556358  0.879101      0              0          0                  0
2001  1.006479  0.803557      0              0          0                  0
2002 -1.489678  0.785137      0              0          0                  0
2003 -0.832254  1.018394      0              0          0                  0
2004 -0.417606  1.343798      0              0          0                  0
...        ...       ...    ...            ...        ...                ...
2995  0.004962  0.866884      0              0          0                  0
2996 -0.303817  0.615975      0              0          0                  0
2997  0.464595  0.986135      0              0          0                  0
2998  0.116507  1.339982      0              0          0                  0
2999  2.118609  0.679665      1              1          1                  1

[1000 rows x 6 columns]"
543,moons,0.4,10000,3,1000,0.8311111111111111,0.832,-0.000888888888888828,"             x         y levels predict_levels str_levels str_predict_levels
3000  1.827071 -0.328998      1              1          1                  1
3001 -0.016792  0.130316      1              0          1                  0
3002  0.675491  0.150684      1              1          1                  1
3003  0.088758  0.915034      0              0          0                  0
3004  0.638102  0.934809      0              0          0                  0
...        ...       ...    ...            ...        ...                ...
3995  0.199773  2.038201      0              0          0                  0
3996 -0.265441  0.498564      0              0          0                  0
3997 -0.701617  0.533054      0              0          0                  0
3998 -0.594880  0.484491      0              0          0                  0
3999 -0.898064  1.249906      0              0          0                  0

[1000 rows x 6 columns]"
544,moons,0.4,10000,4,1000,0.8303333333333334,0.833,-0.002666666666666595,"             x         y levels predict_levels str_levels str_predict_levels
4000  0.261639 -0.642737      1              1          1                  1
4001  0.213113  0.831130      0              0          0                  0
4002  1.043864 -0.185163      0              1          0                  1
4003  1.378011  0.282461      0              1          0                  1
4004  0.693182 -1.091550      1              1          1                  1
...        ...       ...    ...            ...        ...                ...
4995  0.218987  1.501596      0              0          0                  0
4996  0.677849  0.200675      1              1          1                  1
4997  2.455755  0.900563      1              1          1                  1
4998  0.244762 -0.407915      1              1          1                  1
4999 -0.339266  0.538181      1              0          1                  0

[1000 rows x 6 columns]"
545,moons,0.4,10000,5,1000,0.8311111111111111,0.828,0.0031111111111111756,"             x         y levels predict_levels str_levels str_predict_levels
5000  1.820861  0.384768      1              1          1                  1
5001 -0.395025  0.849301      1              0          1                  0
5002 -0.297906  1.159263      0              0          0                  0
5003 -0.137596  0.553190      1              0          1                  0
5004  1.289459  0.518613      0              1          0                  1
...        ...       ...    ...            ...        ...                ...
5995  0.653298  0.073781      0              1          0                  1
5996  1.395941 -0.117359      1              1          1                  1
5997  0.435424  0.451534      1              0          1                  0
5998  1.158243 -0.142110      1              1          1                  1
5999  0.868744  0.984081      0              0          0                  0

[1000 rows x 6 columns]"
546,moons,0.4,10000,6,1000,0.8294444444444444,0.842,-0.012555555555555542,"             x         y levels predict_levels str_levels str_predict_levels
6000  0.054891  0.404139      1              0          1                  0
6001  0.534243 -0.022230      0              1          0                  1
6002  2.162719 -0.038222      1              1          1                  1
6003  0.000626 -0.219471      1              1          1                  1
6004  0.936904 -0.154309      0              1          0                  1
...        ...       ...    ...            ...        ...                ...
6995  0.956423 -0.181669      1              1          1                  1
6996 -1.275061  1.259092      0              0          0                  0
6997  0.429121 -0.528749      1              1          1                  1
6998  1.905110  0.497407      1              1          1                  1
6999  0.185982 -0.494364      1              1          1                  1

[1000 rows x 6 columns]"
547,moons,0.4,10000,7,1000,0.8295555555555556,0.843,-0.01344444444444437,"             x         y levels predict_levels str_levels str_predict_levels
7000  1.491722 -0.913860      1              1          1                  1
7001  1.483611 -0.264289      1              1          1                  1
7002 -1.234974 -0.043331      0              0          0                  0
7003  0.678167  0.761583      0              0          0                  0
7004  1.792902  0.002954      1              1          1                  1
...        ...       ...    ...            ...        ...                ...
7995  0.312005  1.200904      0              0          0                  0
7996 -0.480455 -0.094056      0              0          0                  0
7997  0.615063  0.224942      0              1          0                  1
7998 -0.203482  0.531042      1              0          1                  0
7999 -0.162857  0.711385      0              0          0                  0

[1000 rows x 6 columns]"
548,moons,0.4,10000,8,1000,0.829,0.85,-0.02100000000000002,"             x         y levels predict_levels str_levels str_predict_levels
8000  0.675709 -0.735509      1              1          1                  1
8001  1.162983  0.277657      0              1          0                  1
8002  0.782146  0.319410      1              1          1                  1
8003 -0.773570  1.418224      0              0          0                  0
8004  1.575799 -0.517661      1              1          1                  1
...        ...       ...    ...            ...        ...                ...
8995  1.690301 -0.300586      1              1          1                  1
8996 -0.097213  0.591351      0              0          0                  0
8997 -0.920366  0.355074      0              0          0                  0
8998  0.877775 -0.015415      1              1          1                  1
8999 -1.425335 -0.555839      0              0          0                  0

[1000 rows x 6 columns]"
549,moons,0.4,10000,9,1000,0.8316666666666667,0.827,0.004666666666666708,"             x         y levels predict_levels str_levels str_predict_levels
9000  0.153448 -0.366658      1              1          1                  1
9001  1.024862 -0.256886      1              1          1                  1
9002 -0.624099  0.385463      0              0          0                  0
9003  1.582036  0.453732      1              1          1                  1
9004 -1.952132  0.689205      0              0          0                  0
...        ...       ...    ...            ...        ...                ...
9995  0.644990 -0.566361      1              1          1                  1
9996  0.158739 -0.922685      1              1          1                  1
9997  1.378174 -0.009035      0              1          0                  1
9998  0.427492 -0.508650      1              1          1                  1
9999  0.163858 -0.074128      1              1          1                  1

[1000 rows x 6 columns]"
550,moons,0.5,10,0,1000,0.6666666666666666,1.0,-0.33333333333333337,"          x         y levels predict_levels str_levels str_predict_levels
0  0.509841  0.243271      1              1          1                  1"
551,moons,0.5,10,1,1000,0.7777777777777778,1.0,-0.2222222222222222,"          x         y levels predict_levels str_levels str_predict_levels
1 -0.274548  0.628964      0              0          0                  0"
552,moons,0.5,10,2,1000,0.6666666666666666,0.0,0.6666666666666666,"          x         y levels predict_levels str_levels str_predict_levels
2 -0.609751  0.124708      1              0          1                  0"
553,moons,0.5,10,3,1000,0.7777777777777778,0.0,0.7777777777777778,"          x         y levels predict_levels str_levels str_predict_levels
3  1.257989  0.637377      1              0          1                  0"
554,moons,0.5,10,4,1000,0.6666666666666666,1.0,-0.33333333333333337,"          x         y levels predict_levels str_levels str_predict_levels
4  1.922883 -0.309766      1              1          1                  1"
555,moons,0.5,10,5,1000,0.6666666666666666,1.0,-0.33333333333333337,"          x         y levels predict_levels str_levels str_predict_levels
5  1.889194 -0.879972      1              1          1                  1"
556,moons,0.5,10,6,1000,0.7777777777777778,0.0,0.7777777777777778,"          x         y levels predict_levels str_levels str_predict_levels
6  1.161535  0.648197      0              1          0                  1"
557,moons,0.5,10,7,1000,0.6666666666666666,0.0,0.6666666666666666,"         x         y levels predict_levels str_levels str_predict_levels
7 -0.40885  0.545605      1              0          1                  0"
558,moons,0.5,10,8,1000,0.6666666666666666,1.0,-0.33333333333333337,"          x        y levels predict_levels str_levels str_predict_levels
8  0.711644  1.30477      0              0          0                  0"
559,moons,0.5,10,9,1000,1.0,0.0,1.0,"          x         y levels predict_levels str_levels str_predict_levels
9 -0.494192 -0.309802      0              1          0                  1"
560,moons,0.5,50,0,1000,0.6888888888888889,0.8,-0.11111111111111116,"          x         y levels predict_levels str_levels str_predict_levels
0  0.509841  0.243271      1              1          1                  1
1 -0.274548  0.628964      0              0          0                  0
2 -0.609751  0.124708      1              0          1                  0
3  1.257989  0.637377      1              1          1                  1
4  1.922883 -0.309766      1              1          1                  1"
561,moons,0.5,50,1,1000,0.7333333333333333,0.4,0.33333333333333326,"          x         y levels predict_levels str_levels str_predict_levels
5  1.889194 -0.879972      1              1          1                  1
6  1.161535  0.648197      0              1          0                  1
7 -0.408850  0.545605      1              0          1                  0
8  0.711644  1.304770      0              0          0                  0
9 -0.494192 -0.309802      0              1          0                  1"
562,moons,0.5,50,2,1000,0.7555555555555555,0.2,0.5555555555555556,"           x         y levels predict_levels str_levels str_predict_levels
10 -0.399751  1.239038      1              0          1                  0
11 -1.036828  0.063076      1              0          1                  0
12 -1.217428 -0.310122      0              1          0                  1
13 -0.187489  0.857764      0              0          0                  0
14 -0.267500  0.097903      0              1          0                  1"
563,moons,0.5,50,3,1000,0.6888888888888889,0.8,-0.11111111111111116,"           x         y levels predict_levels str_levels str_predict_levels
15  1.800338  0.481059      1              1          1                  1
16 -0.717619  0.188578      0              0          0                  0
17  0.403715  0.761355      0              0          0                  0
18  0.071439  0.619803      1              0          1                  0
19 -1.176383  1.067586      0              0          0                  0"
564,moons,0.5,50,4,1000,0.6666666666666666,1.0,-0.33333333333333337,"           x         y levels predict_levels str_levels str_predict_levels
20  0.439448  0.635244      0              0          0                  0
21  0.450354 -0.905022      1              1          1                  1
22 -0.144561  0.149648      1              1          1                  1
23 -0.382916  0.676561      0              0          0                  0
24  2.662054  0.729026      1              1          1                  1"
565,moons,0.5,50,5,1000,0.7111111111111111,0.8,-0.0888888888888889,"           x         y levels predict_levels str_levels str_predict_levels
25 -0.565149  0.199333      0              0          0                  0
26 -0.138819  0.491367      0              0          0                  0
27  1.365470 -0.053850      1              1          1                  1
28 -0.213174  0.308404      1              0          1                  0
29 -0.530155 -0.087033      1              1          1                  1"
566,moons,0.5,50,6,1000,0.7333333333333333,0.4,0.33333333333333326,"           x         y levels predict_levels str_levels str_predict_levels
30 -0.257241  0.461583      1              0          1                  0
31  1.218682  0.698971      0              1          0                  1
32  2.054488  0.907519      1              1          1                  1
33  0.930695  0.004713      0              1          0                  1
34 -0.129149 -1.629570      1              1          1                  1"
567,moons,0.5,50,7,1000,0.7111111111111111,0.8,-0.0888888888888889,"           x         y levels predict_levels str_levels str_predict_levels
35  0.965950  1.001125      0              0          0                  0
36 -0.265677  0.108695      1              1          1                  1
37  2.469182 -0.313885      1              1          1                  1
38  0.358549  0.300409      1              1          1                  1
39  0.742062 -0.326435      0              1          0                  1"
568,moons,0.5,50,8,1000,0.6888888888888889,1.0,-0.3111111111111111,"           x         y levels predict_levels str_levels str_predict_levels
40  0.548641 -0.786101      1              1          1                  1
41  0.045862  0.942866      0              0          0                  0
42  0.429604 -0.029510      1              1          1                  1
43  2.294770 -0.477221      1              1          1                  1
44  0.724316  0.108213      1              1          1                  1"
569,moons,0.5,50,9,1000,0.6888888888888889,0.8,-0.11111111111111116,"           x         y levels predict_levels str_levels str_predict_levels
45  2.352081  0.552127      1              1          1                  1
46  0.699573  0.102944      0              1          0                  1
47  2.339054 -0.020251      1              1          1                  1
48  0.364252  0.612122      0              0          0                  0
49  0.224831 -0.192501      1              1          1                  1"
570,moons,0.5,100,0,1000,0.7333333333333333,0.5,0.23333333333333328,"          x         y levels predict_levels str_levels str_predict_levels
0  0.509841  0.243271      1              0          1                  0
1 -0.274548  0.628964      0              0          0                  0
2 -0.609751  0.124708      1              0          1                  0
3  1.257989  0.637377      1              0          1                  0
4  1.922883 -0.309766      1              1          1                  1
5  1.889194 -0.879972      1              1          1                  1
6  1.161535  0.648197      0              0          0                  0
7 -0.408850  0.545605      1              0          1                  0
8  0.711644  1.304770      0              0          0                  0
9 -0.494192 -0.309802      0              1          0                  1"
571,moons,0.5,100,1,1000,0.7333333333333333,0.6,0.1333333333333333,"           x         y levels predict_levels str_levels str_predict_levels
10 -0.399751  1.239038      1              0          1                  0
11 -1.036828  0.063076      1              0          1                  0
12 -1.217428 -0.310122      0              1          0                  1
13 -0.187489  0.857764      0              0          0                  0
14 -0.267500  0.097903      0              0          0                  0
15  1.800338  0.481059      1              1          1                  1
16 -0.717619  0.188578      0              0          0                  0
17  0.403715  0.761355      0              0          0                  0
18  0.071439  0.619803      1              0          1                  0
19 -1.176383  1.067586      0              0          0                  0"
572,moons,0.5,100,2,1000,0.7111111111111111,0.7,0.011111111111111183,"           x         y levels predict_levels str_levels str_predict_levels
20  0.439448  0.635244      0              0          0                  0
21  0.450354 -0.905022      1              1          1                  1
22 -0.144561  0.149648      1              0          1                  0
23 -0.382916  0.676561      0              0          0                  0
24  2.662054  0.729026      1              1          1                  1
25 -0.565149  0.199333      0              0          0                  0
26 -0.138819  0.491367      0              0          0                  0
27  1.365470 -0.053850      1              1          1                  1
28 -0.213174  0.308404      1              0          1                  0
29 -0.530155 -0.087033      1              0          1                  0"
573,moons,0.5,100,3,1000,0.7444444444444445,0.4,0.34444444444444444,"           x         y levels predict_levels str_levels str_predict_levels
30 -0.257241  0.461583      1              0          1                  0
31  1.218682  0.698971      0              0          0                  0
32  2.054488  0.907519      1              0          1                  0
33  0.930695  0.004713      0              1          0                  1
34 -0.129149 -1.629570      1              1          1                  1
35  0.965950  1.001125      0              0          0                  0
36 -0.265677  0.108695      1              0          1                  0
37  2.469182 -0.313885      1              1          1                  1
38  0.358549  0.300409      1              0          1                  0
39  0.742062 -0.326435      0              1          0                  1"
574,moons,0.5,100,4,1000,0.6888888888888889,0.9,-0.21111111111111114,"           x         y levels predict_levels str_levels str_predict_levels
40  0.548641 -0.786101      1              1          1                  1
41  0.045862  0.942866      0              0          0                  0
42  0.429604 -0.029510      1              1          1                  1
43  2.294770 -0.477221      1              1          1                  1
44  0.724316  0.108213      1              1          1                  1
45  2.352081  0.552127      1              1          1                  1
46  0.699573  0.102944      0              1          0                  1
47  2.339054 -0.020251      1              1          1                  1
48  0.364252  0.612122      0              0          0                  0
49  0.224831 -0.192501      1              1          1                  1"
575,moons,0.5,100,5,1000,0.7,0.7,0.0,"           x         y levels predict_levels str_levels str_predict_levels
50 -0.505954 -0.434943      1              1          1                  1
51  0.070676 -0.041544      0              1          0                  1
52  0.123950  0.400344      1              0          1                  0
53  1.273244 -0.237897      1              1          1                  1
54  0.283418  0.909166      0              0          0                  0
55  2.068109 -0.106035      1              1          1                  1
56  0.312311  0.982609      0              0          0                  0
57  2.477617 -1.116426      1              1          1                  1
58  1.611391  0.082714      1              1          1                  1
59  0.601114 -0.392942      0              1          0                  1"
576,moons,0.5,100,6,1000,0.7111111111111111,0.7,0.011111111111111183,"           x         y levels predict_levels str_levels str_predict_levels
60  0.667253 -0.296836      1              1          1                  1
61  1.794123 -1.236318      1              1          1                  1
62 -0.042538  1.121449      1              0          1                  0
63  1.266637 -0.021577      0              1          0                  1
64  1.420071 -0.715354      1              1          1                  1
65 -0.717403  0.253725      0              0          0                  0
66  1.396130 -0.085102      1              1          1                  1
67 -0.261950  0.384650      0              0          0                  0
68  1.202457  0.596185      0              0          0                  0
69  0.586441  0.287383      0              1          0                  1"
577,moons,0.5,100,7,1000,0.6888888888888889,0.8,-0.11111111111111116,"           x         y levels predict_levels str_levels str_predict_levels
70  1.018489  1.055019      0              0          0                  0
71  0.021506  0.103369      1              0          1                  0
72  0.887473 -0.150804      1              1          1                  1
73 -0.814964  1.315948      0              0          0                  0
74  0.492200  0.265391      0              1          0                  1
75 -0.430366  0.209263      0              0          0                  0
76  0.063067  1.076255      0              0          0                  0
77 -1.237757  1.487732      0              0          0                  0
78  1.919662 -0.499279      1              1          1                  1
79  0.698474  0.070279      1              1          1                  1"
578,moons,0.5,100,8,1000,0.7,0.7,0.0,"           x         y levels predict_levels str_levels str_predict_levels
80 -1.693640  1.719824      0              0          0                  0
81 -0.146995  1.037663      0              0          0                  0
82 -0.793049  0.025276      1              0          1                  0
83  0.552713  0.747170      0              0          0                  0
84  1.093882 -0.216138      0              1          0                  1
85 -0.015438  0.552267      0              0          0                  0
86 -0.174217  1.394434      0              0          0                  0
87  2.299316  0.025488      1              1          1                  1
88  0.761162  0.599196      0              0          0                  0
89 -0.026531  0.616219      1              0          1                  0"
579,moons,0.5,100,9,1000,0.7111111111111111,0.8,-0.0888888888888889,"           x         y levels predict_levels str_levels str_predict_levels
90  0.238505  0.584663      0              0          0                  0
91 -0.306166  0.253494      0              0          0                  0
92 -0.678635  0.215073      0              0          0                  0
93  0.276826 -0.339238      0              1          0                  1
94  0.461433 -0.209108      1              1          1                  1
95  0.325021 -0.658219      1              1          1                  1
96  1.377428 -0.407262      0              1          0                  1
97  0.996162 -1.588675      1              1          1                  1
98  1.025623 -0.451252      1              1          1                  1
99  1.266721  0.652722      0              0          0                  0"
580,moons,0.5,1000,0,1000,0.8033333333333333,0.69,0.1133333333333334,"           x         y levels predict_levels str_levels str_predict_levels
0   0.509841  0.243271      1              0          1                  0
1  -0.274548  0.628964      0              0          0                  0
2  -0.609751  0.124708      1              0          1                  0
3   1.257989  0.637377      1              1          1                  1
4   1.922883 -0.309766      1              1          1                  1
..       ...       ...    ...            ...        ...                ...
95  0.325021 -0.658219      1              1          1                  1
96  1.377428 -0.407262      0              1          0                  1
97  0.996162 -1.588675      1              1          1                  1
98  1.025623 -0.451252      1              1          1                  1
99  1.266721  0.652722      0              1          0                  1

[100 rows x 6 columns]"
581,moons,0.5,1000,1,1000,0.7922222222222223,0.84,-0.0477777777777777,"            x         y levels predict_levels str_levels str_predict_levels
100  1.027547  0.526380      1              1          1                  1
101  0.114950  0.011708      1              0          1                  0
102  1.267720  0.388327      0              1          0                  1
103  0.980076 -1.442247      1              1          1                  1
104  0.950297  1.236758      0              0          0                  0
..        ...       ...    ...            ...        ...                ...
195  1.219847  0.475485      1              1          1                  1
196  0.510910  0.519843      1              0          1                  0
197  1.935767 -0.120303      1              1          1                  1
198  1.530107  0.561084      0              1          0                  1
199  2.191801  0.370794      1              1          1                  1

[100 rows x 6 columns]"
582,moons,0.5,1000,2,1000,0.7922222222222223,0.81,-0.01777777777777778,"            x         y levels predict_levels str_levels str_predict_levels
200  0.075594  0.229640      1              0          1                  0
201  0.381986  1.210332      0              0          0                  0
202 -1.293388 -0.429967      0              0          0                  0
203 -1.140859 -0.286477      0              0          0                  0
204 -0.690828  1.092781      0              0          0                  0
..        ...       ...    ...            ...        ...                ...
295  0.187879 -0.293850      1              1          1                  1
296  0.491818 -0.961467      1              1          1                  1
297  0.330622 -0.333948      1              1          1                  1
298  1.603989 -1.158566      1              1          1                  1
299 -1.624423 -0.454754      0              0          0                  0

[100 rows x 6 columns]"
583,moons,0.5,1000,3,1000,0.8,0.74,0.06000000000000005,"            x         y levels predict_levels str_levels str_predict_levels
300  0.456431  0.653840      0              0          0                  0
301  0.428416  0.314050      0              0          0                  0
302 -0.082367  0.800458      0              0          0                  0
303  1.537217 -0.257946      1              1          1                  1
304  1.675438  0.953556      1              1          1                  1
..        ...       ...    ...            ...        ...                ...
395  1.154169 -0.416431      0              1          0                  1
396  0.036234  0.256936      1              0          1                  0
397 -0.390497  1.581330      0              0          0                  0
398 -0.192471  0.587011      1              0          1                  0
399  1.161888 -0.627968      0              1          0                  1

[100 rows x 6 columns]"
584,moons,0.5,1000,4,1000,0.7977777777777778,0.75,0.04777777777777781,"            x         y levels predict_levels str_levels str_predict_levels
400  0.723628  0.433614      1              0          1                  0
401  3.245915  0.731086      1              1          1                  1
402 -0.815262  0.431115      0              0          0                  0
403  2.077158  0.302796      1              1          1                  1
404  1.302871  0.709790      0              1          0                  1
..        ...       ...    ...            ...        ...                ...
495  1.732780  0.545665      1              1          1                  1
496  0.212457  0.182001      0              0          0                  0
497  0.763906 -0.557281      1              1          1                  1
498 -1.055997  1.191128      0              0          0                  0
499  1.155046 -0.051737      0              1          0                  1

[100 rows x 6 columns]"
585,moons,0.5,1000,5,1000,0.7933333333333333,0.79,0.0033333333333332993,"            x         y levels predict_levels str_levels str_predict_levels
500 -0.516139 -0.099754      0              0          0                  0
501  0.160251 -0.127175      1              1          1                  1
502 -0.699047  0.139142      1              0          1                  0
503  0.023357 -0.104106      1              1          1                  1
504  0.151633  0.698661      0              0          0                  0
..        ...       ...    ...            ...        ...                ...
595  0.358092  0.350543      0              0          0                  0
596  2.493861 -0.097357      1              1          1                  1
597  0.332718 -0.408029      1              1          1                  1
598  2.983045  0.663707      1              1          1                  1
599  0.218811  0.868798      0              0          0                  0

[100 rows x 6 columns]"
586,moons,0.5,1000,6,1000,0.7866666666666666,0.85,-0.06333333333333335,"            x         y levels predict_levels str_levels str_predict_levels
600  0.216182  0.605265      0              0          0                  0
601 -0.671385  0.397472      0              0          0                  0
602  1.241434  0.005415      0              1          0                  1
603  1.737463  0.460407      1              1          1                  1
604 -0.909201  1.214469      0              0          0                  0
..        ...       ...    ...            ...        ...                ...
695  1.209501  0.990664      1              0          1                  0
696  2.021909 -0.519682      1              1          1                  1
697  0.047691  0.498531      0              0          0                  0
698 -0.783276  0.802388      0              0          0                  0
699  0.745811  0.254859      1              1          1                  1

[100 rows x 6 columns]"
587,moons,0.5,1000,7,1000,0.7922222222222223,0.81,-0.01777777777777778,"            x         y levels predict_levels str_levels str_predict_levels
700  1.873773  0.355098      1              1          1                  1
701  0.840461 -0.670501      1              1          1                  1
702 -0.606633  0.561328      0              0          0                  0
703  1.562614 -0.968109      1              1          1                  1
704  1.800768  0.027831      1              1          1                  1
..        ...       ...    ...            ...        ...                ...
795 -0.030006  0.082113      0              0          0                  0
796 -0.835084  1.029888      0              0          0                  0
797  0.320501  0.371843      1              0          1                  0
798  0.809158  0.710752      0              0          0                  0
799  0.230594  0.405769      0              0          0                  0

[100 rows x 6 columns]"
588,moons,0.5,1000,8,1000,0.7922222222222223,0.8,-0.007777777777777772,"            x         y levels predict_levels str_levels str_predict_levels
800  2.081908  1.370382      1              0          1                  0
801  2.777837  0.835346      1              1          1                  1
802  0.760476 -0.491294      1              1          1                  1
803  0.971338 -0.817607      0              1          0                  1
804  1.115997 -0.213665      1              1          1                  1
..        ...       ...    ...            ...        ...                ...
895  0.878411 -0.613985      1              1          1                  1
896  1.369338 -0.130494      1              1          1                  1
897  1.675963  0.108892      1              1          1                  1
898  0.669977 -0.857137      1              1          1                  1
899  1.019435  0.213974      0              1          0                  1

[100 rows x 6 columns]"
589,moons,0.5,1000,9,1000,0.7966666666666666,0.84,-0.043333333333333335,"            x         y levels predict_levels str_levels str_predict_levels
900  0.624611 -0.403955      1              1          1                  1
901  0.072698 -0.471733      1              1          1                  1
902  0.808272 -0.344259      1              1          1                  1
903  1.257286 -0.452127      1              1          1                  1
904  1.496874 -0.482318      1              1          1                  1
..        ...       ...    ...            ...        ...                ...
995 -0.673496  1.285170      0              0          0                  0
996 -0.029372  1.220646      0              0          0                  0
997  2.808507 -0.264633      1              1          1                  1
998  0.394273  0.020006      1              1          1                  1
999 -1.456046 -0.227715      0              0          0                  0

[100 rows x 6 columns]"
590,moons,0.5,10000,0,1000,0.8063333333333333,0.795,0.011333333333333306,"            x         y levels predict_levels str_levels str_predict_levels
0    0.509841  0.243271      1              1          1                  1
1   -0.274548  0.628964      0              0          0                  0
2   -0.609751  0.124708      1              0          1                  0
3    1.257989  0.637377      1              1          1                  1
4    1.922883 -0.309766      1              1          1                  1
..        ...       ...    ...            ...        ...                ...
995 -0.673496  1.285170      0              0          0                  0
996 -0.029372  1.220646      0              0          0                  0
997  2.808507 -0.264633      1              1          1                  1
998  0.394273  0.020006      1              1          1                  1
999 -1.456046 -0.227715      0              0          0                  0

[1000 rows x 6 columns]"
591,moons,0.5,10000,1,1000,0.8056666666666666,0.798,0.0076666666666665995,"             x         y levels predict_levels str_levels str_predict_levels
1000  1.551058 -0.578476      1              1          1                  1
1001  2.859971  0.163017      1              1          1                  1
1002 -0.861528  0.719011      0              0          0                  0
1003 -0.425491  1.215438      0              0          0                  0
1004 -0.958225 -0.490823      0              0          0                  0
...        ...       ...    ...            ...        ...                ...
1995  0.511503  0.994894      1              0          1                  0
1996 -1.411172  0.689499      0              0          0                  0
1997 -0.150229  0.000369      1              0          1                  0
1998 -1.618983  0.611631      0              0          0                  0
1999  1.940933 -0.596580      0              1          0                  1

[1000 rows x 6 columns]"
592,moons,0.5,10000,2,1000,0.8055555555555556,0.807,-0.0014444444444444704,"             x         y levels predict_levels str_levels str_predict_levels
2000  1.915578 -0.120629      0              1          0                  1
2001  1.312312 -0.310889      0              1          0                  1
2002  1.189087  0.754704      1              0          1                  0
2003  1.312529  0.817002      0              0          0                  0
2004  2.338349  0.024625      1              1          1                  1
...        ...       ...    ...            ...        ...                ...
2995 -0.116562  1.077881      0              0          0                  0
2996  0.723553 -0.452433      1              1          1                  1
2997  0.266248  0.285155      1              0          1                  0
2998  0.086482  0.079071      1              0          1                  0
2999  0.582052 -0.472969      1              1          1                  1

[1000 rows x 6 columns]"
593,moons,0.5,10000,3,1000,0.8032222222222222,0.825,-0.021777777777777785,"             x         y levels predict_levels str_levels str_predict_levels
3000  0.719931 -0.957961      1              1          1                  1
3001 -0.074681  1.273480      0              0          0                  0
3002 -0.927767  0.127402      0              0          0                  0
3003  0.375248 -0.910224      1              1          1                  1
3004  1.625988 -0.660840      1              1          1                  1
...        ...       ...    ...            ...        ...                ...
3995 -0.030603 -0.219767      1              1          1                  1
3996 -1.380387  0.017473      0              0          0                  0
3997  0.930548 -0.390551      1              1          1                  1
3998 -0.715287  0.507821      0              0          0                  0
3999  0.622301  1.120579      0              0          0                  0

[1000 rows x 6 columns]"
